payment_id,order_id,payment_ts,payment_method,payment_status,amount,currency
PAY0003789,ORD0003789,2026-01-19T21:29:49Z,wallet,success,10204.64,SGD
PAY0003790,ORD0003790,2026-03-25T14:36:42Z,card,failed,11429.3,SGD
PAY0003791,ORD0003791,2026-04-12T16:55:03Z,paypal,success,9946.76,SGD
PAY0003792,ORD0003792,2026-05-15T02:35:44Z,wallet,failed,7982.52,SGD
PAY0003793,ORD0003793,2026-01-16T08:28:46Z,paypal,success,11972.16,SGD
PAY0003794,ORD0003794,2026-03-23T12:02:12Z,paypal,success,6731.31,SGD
PAY0003795,ORD0003795,2026-01-12T04:34:31Z,card,success,4615.0,SGD
PAY0003796,ORD0003796,2026-02-22T14:41:49Z,paypal,success,4677.58,SGD
PAY0003797,ORD0003797,2026-01-26T08:31:57Z,card,success,3626.04,SGD
PAY0003798,ORD0003798,2026-02-19T11:06:46Z,paypal,success,8112.5,SGD
PAY0003799,ORD0003799,2026-03-12T13:31:59Z,paypal,refunded,13896.99,SGD
PAY0003800,ORD0003800,2026-04-08T22:39:24Z,bank_transfer,success,13748.3,SGD
PAY0003801,ORD0003801,2026-04-14T01:01:46Z,wallet,success,10357.68,SGD
PAY0003802,ORD0003802,2026-03-13T22:52:58Z,card,failed,11185.88,SGD
PAY0003803,ORD0003803,2026-03-08T02:39:27Z,card,success,11292.42,SGD
PAY0003804,ORD0003804,2026-03-07T21:06:13Z,wallet,pending,10490.28,SGD
PAY0003805,ORD0003805,2026-01-16T16:14:46Z,wallet,success,420.19,SGD
PAY0003806,ORD0003806,2026-01-04T12:32:42Z,card,success,10942.36,SGD
PAY0003807,ORD0003807,2026-05-05T19:56:45Z,bank_transfer,success,2639.65,SGD
PAY0003808,ORD0003808,2026-05-16T23:30:09Z,wallet,success,16515.5,SGD
PAY0003809,ORD0003809,2026-04-04T16:18:38Z,wallet,failed,3714.77,SGD
PAY0003810,ORD0003810,2026-01-01T08:01:43Z,bank_transfer,failed,4020.56,SGD
PAY0003811,ORD0003811,2026-01-04T12:23:27Z,card,success,9795.45,SGD
PAY0003812,ORD0003812,2026-03-05T00:45:27Z,bank_transfer,success,13599.48,SGD
PAY0003813,ORD0003813,2026-02-19T01:17:21Z,paypal,success,13712.29,SGD
PAY0003814,ORD0003814,2026-01-20T10:07:12Z,paypal,success,12278.15,SGD
PAY0003815,ORD0003815,2026-04-09T04:05:30Z,wallet,success,8563.92,SGD
PAY0003816,ORD0003816,2026-05-14T15:29:51Z,paypal,refunded,19201.48,SGD
PAY0003817,ORD0003817,2026-05-17T07:24:06Z,wallet,success,1553.26,SGD
PAY0003818,ORD0003818,2026-05-05T02:57:39Z,wallet,success,1470.77,SGD
PAY0003819,ORD0003819,2026-02-26T07:00:04Z,bank_transfer,success,9652.63,SGD
PAY0003820,ORD0003820,2026-03-22T11:26:52Z,card,success,4021.68,SGD
PAY0003821,ORD0003821,2026-05-04T17:40:51Z,bank_transfer,success,12225.2,SGD
PAY0003822,ORD0003822,2026-05-03T09:44:42Z,paypal,success,325.18,SGD
PAY0003823,ORD0003823,2026-04-21T21:33:26Z,wallet,refunded,8876.46,SGD
PAY0003824,ORD0003824,2026-03-10T13:50:06Z,wallet,success,16545.34,SGD
PAY0003825,ORD0003825,2026-01-09T14:01:11Z,bank_transfer,failed,818.24,SGD
PAY0003826,ORD0003826,2026-04-09T00:22:06Z,bank_transfer,failed,12879.62,SGD
PAY0003827,ORD0003827,2026-02-19T06:11:03Z,wallet,pending,5268.36,SGD
PAY0003828,ORD0003828,2026-05-16T11:12:20Z,paypal,success,4422.78,SGD
PAY0003829,ORD0003829,2026-03-10T14:57:30Z,paypal,refunded,4250.16,SGD
PAY0003830,ORD0003830,2026-03-09T21:52:07Z,paypal,failed,1926.56,SGD
PAY0003831,ORD0003831,2026-03-30T17:42:18Z,paypal,success,10550.01,SGD
PAY0003832,ORD0003832,2026-02-15T02:12:44Z,bank_transfer,pending,11814.73,SGD
PAY0003833,ORD0003833,2026-03-07T00:40:39Z,paypal,success,9177.64,SGD
PAY0003834,ORD0003834,2026-01-18T22:22:05Z,wallet,success,2807.8,SGD
PAY0003835,ORD0003835,2026-04-10T02:47:38Z,wallet,success,9322.21,SGD
PAY0003836,ORD0003836,2026-04-07T16:29:10Z,bank_transfer,success,7014.72,SGD
PAY0003837,ORD0003837,2026-02-14T17:07:18Z,paypal,success,4460.93,SGD
PAY0003838,ORD0003838,2026-04-22T07:23:32Z,card,success,4711.54,SGD
PAY0003839,ORD0003839,2026-02-10T05:11:55Z,wallet,success,4936.98,SGD
PAY0003840,ORD0003840,2026-04-08T00:27:47Z,card,success,16622.85,SGD
PAY0003841,ORD0003841,2026-05-13T01:14:56Z,wallet,success,6233.97,SGD
PAY0003842,ORD0003842,2026-03-20T15:17:41Z,card,success,9971.5,SGD
PAY0003843,ORD0003843,2026-03-18T15:03:47Z,wallet,refunded,8582.33,SGD
PAY0003844,ORD0003844,2026-03-19T22:07:18Z,card,success,4020.93,SGD
PAY0003845,ORD0003845,2026-05-19T02:17:48Z,card,success,3176.94,SGD
PAY0003846,ORD0003846,2026-03-28T12:47:10Z,wallet,success,7922.36,SGD
PAY0003847,ORD0003847,2026-02-07T23:27:58Z,paypal,success,15183.54,SGD
PAY0003848,ORD0003848,2026-04-26T17:43:57Z,paypal,success,20470.07,SGD
PAY0003849,ORD0003849,2026-01-18T08:55:13Z,paypal,success,6299.79,SGD
PAY0003850,ORD0003850,2026-01-10T16:53:25Z,card,success,5681.18,SGD
PAY0003851,ORD0003851,2026-03-17T22:42:03Z,wallet,success,8719.0,SGD
PAY0003852,ORD0003852,2026-03-11T22:05:07Z,bank_transfer,refunded,8052.87,SGD
PAY0003853,ORD0003853,2026-05-21T07:12:56Z,wallet,success,7197.65,SGD
PAY0003854,ORD0003854,2026-04-19T09:39:07Z,bank_transfer,refunded,7616.09,SGD
PAY0003855,ORD0003855,2026-04-17T05:43:06Z,paypal,success,15042.83,SGD
PAY0003856,ORD0003856,2026-02-13T07:50:32Z,paypal,success,16637.8,SGD
PAY0003857,ORD0003857,2026-04-27T06:12:11Z,card,success,13116.07,SGD
PAY0003858,ORD0003858,2026-05-12T07:27:02Z,bank_transfer,success,4834.93,SGD
PAY0003859,ORD0003859,2026-01-24T22:28:23Z,card,success,9829.54,SGD
PAY0003860,ORD0003860,2026-03-20T08:24:52Z,bank_transfer,success,8248.58,SGD
PAY0003861,ORD0003861,2026-04-13T21:16:14Z,bank_transfer,success,3916.29,SGD
PAY0003862,ORD0003862,2026-04-26T12:31:38Z,bank_transfer,success,4096.8,SGD
PAY0003863,ORD0003863,2026-02-07T16:23:35Z,card,success,3654.91,SGD
PAY0003864,ORD0003864,2026-02-23T17:40:36Z,bank_transfer,failed,13426.84,SGD
PAY0003865,ORD0003865,2026-01-01T02:41:59Z,bank_transfer,success,3085.96,SGD
PAY0003866,ORD0003866,2026-02-26T00:25:21Z,wallet,failed,732.09,SGD
PAY0003867,ORD0003867,2026-03-04T02:33:10Z,card,success,2113.62,SGD
PAY0003868,ORD0003868,2026-05-02T07:19:45Z,paypal,success,10907.38,SGD
PAY0003869,ORD0003869,2026-01-04T04:05:49Z,card,success,17389.55,SGD
PAY0003870,ORD0003870,2026-03-26T16:27:53Z,wallet,success,11560.89,SGD
PAY0003871,ORD0003871,2026-02-28T04:14:10Z,wallet,failed,8381.13,SGD
PAY0003872,ORD0003872,2026-05-21T09:02:59Z,card,success,9944.02,SGD
PAY0003873,ORD0003873,2026-02-23T22:18:34Z,bank_transfer,success,11578.97,SGD
PAY0003874,ORD0003874,2026-01-15T03:47:35Z,paypal,success,6871.35,SGD
PAY0003875,ORD0003875,2026-03-14T13:35:49Z,paypal,success,10356.85,SGD
PAY0003876,ORD0003876,2026-01-03T10:25:00Z,wallet,success,9237.35,SGD
PAY0003877,ORD0003877,2026-01-07T08:02:27Z,paypal,success,11959.37,SGD
PAY0003878,ORD0003878,2026-01-27T05:09:32Z,card,success,9841.22,SGD
PAY0003879,ORD0003879,2026-05-19T14:50:37Z,card,success,11665.3,SGD
PAY0003880,ORD0003880,2026-03-20T08:09:51Z,bank_transfer,success,21212.76,SGD
PAY0003881,ORD0003881,2026-04-01T08:05:51Z,wallet,success,2542.34,SGD
PAY0003882,ORD0003882,2026-03-26T22:11:27Z,card,pending,11682.66,SGD
PAY0003883,ORD0003883,2026-01-11T18:15:40Z,paypal,pending,6994.16,SGD
PAY0003884,ORD0003884,2026-04-29T10:00:41Z,bank_transfer,failed,2116.27,SGD
PAY0003885,ORD0003885,2026-02-14T23:20:32Z,paypal,refunded,6161.82,SGD
PAY0003886,ORD0003886,2026-02-26T07:24:45Z,card,failed,6800.42,SGD
PAY0003887,ORD0003887,2026-04-08T02:43:14Z,wallet,success,2818.66,SGD
PAY0003888,ORD0003888,2026-02-24T00:40:28Z,card,success,7693.12,SGD
PAY0003889,ORD0003889,2026-04-07T03:16:27Z,bank_transfer,success,4569.33,SGD
PAY0003890,ORD0003890,2026-05-01T04:25:38Z,bank_transfer,success,11288.79,SGD
PAY0003891,ORD0003891,2026-01-16T23:32:46Z,paypal,success,6296.61,SGD
PAY0003892,ORD0003892,2026-01-25T23:01:53Z,wallet,pending,886.72,SGD
PAY0003893,ORD0003893,2026-01-06T12:50:32Z,card,success,13199.39,SGD
PAY0003894,ORD0003894,2026-01-17T11:05:50Z,paypal,success,9433.62,SGD
PAY0003895,ORD0003895,2026-02-11T21:44:18Z,bank_transfer,success,7500.91,SGD
PAY0003896,ORD0003896,2026-04-15T00:53:01Z,bank_transfer,pending,9958.58,SGD
PAY0003897,ORD0003897,2026-03-11T02:55:19Z,paypal,success,4644.82,SGD
PAY0003898,ORD0003898,2026-05-05T02:03:33Z,card,pending,6556.1,SGD
PAY0003899,ORD0003899,2026-05-03T00:43:36Z,bank_transfer,success,7459.65,SGD
PAY0003900,ORD0003900,2026-03-11T21:40:16Z,bank_transfer,failed,673.3,SGD
PAY0003901,ORD0003901,2026-02-25T14:27:38Z,wallet,success,6046.14,SGD
PAY0003902,ORD0003902,2026-04-12T15:20:32Z,card,success,3813.81,SGD
PAY0003903,ORD0003903,2026-05-04T09:39:08Z,paypal,success,12568.75,SGD
PAY0003904,ORD0003904,2026-01-09T06:05:49Z,card,success,12251.71,SGD
PAY0003905,ORD0003905,2026-04-03T19:32:48Z,paypal,success,9109.93,SGD
PAY0003906,ORD0003906,2026-03-26T21:22:33Z,card,success,7347.0,SGD
PAY0003907,ORD0003907,2026-04-20T05:45:44Z,paypal,success,10544.1,SGD
PAY0003908,ORD0003908,2026-01-08T12:14:14Z,paypal,failed,2310.03,SGD
PAY0003909,ORD0003909,2026-02-22T20:52:48Z,card,success,13769.64,SGD
PAY0003910,ORD0003910,2026-02-11T04:05:52Z,paypal,success,16541.5,SGD
PAY0003911,ORD0003911,2026-02-28T15:20:59Z,bank_transfer,success,13511.37,SGD
PAY0003912,ORD0003912,2026-04-25T14:55:05Z,bank_transfer,failed,4367.74,SGD
PAY0003913,ORD0003913,2026-01-04T11:29:20Z,wallet,success,10925.87,SGD
PAY0003914,ORD0003914,2026-02-20T18:47:22Z,paypal,success,8664.81,SGD
PAY0003915,ORD0003915,2026-03-20T04:59:54Z,bank_transfer,success,21048.12,SGD
PAY0003916,ORD0003916,2026-02-24T11:15:03Z,card,success,1136.49,SGD
PAY0003917,ORD0003917,2026-04-01T13:40:11Z,bank_transfer,success,7961.08,SGD
PAY0003918,ORD0003918,2026-02-23T23:28:08Z,wallet,success,10558.13,SGD
PAY0003919,ORD0003919,2026-01-21T08:25:04Z,paypal,success,8244.42,SGD
PAY0003920,ORD0003920,2026-03-22T09:54:14Z,wallet,success,13735.13,SGD
PAY0003921,ORD0003921,2026-01-09T16:20:20Z,bank_transfer,success,10352.53,SGD
PAY0003922,ORD0003922,2026-03-05T05:28:03Z,card,refunded,6376.88,SGD
PAY0003923,ORD0003923,2026-05-09T03:37:14Z,paypal,success,1168.1,SGD
PAY0003924,ORD0003924,2026-02-03T03:49:15Z,wallet,pending,2288.34,SGD
PAY0003925,ORD0003925,2026-03-10T15:53:57Z,paypal,success,11756.78,SGD
PAY0003926,ORD0003926,2026-01-24T22:22:01Z,card,refunded,10112.72,SGD
PAY0003927,ORD0003927,2026-05-03T02:27:36Z,bank_transfer,success,2656.58,SGD
PAY0003928,ORD0003928,2026-02-23T04:40:42Z,card,success,9625.69,SGD
PAY0003929,ORD0003929,2026-05-09T22:45:24Z,card,success,15267.45,SGD
PAY0003930,ORD0003930,2026-03-21T13:07:54Z,card,success,13128.89,SGD
PAY0003931,ORD0003931,2026-05-04T05:27:29Z,wallet,success,15901.03,SGD
PAY0003932,ORD0003932,2026-04-28T21:27:37Z,bank_transfer,failed,4257.04,SGD
PAY0003933,ORD0003933,2026-05-22T08:40:13Z,card,refunded,8766.55,SGD
PAY0003934,ORD0003934,2026-03-27T06:59:23Z,bank_transfer,success,13593.58,SGD
PAY0003935,ORD0003935,2026-03-29T11:05:42Z,card,refunded,676.63,SGD
PAY0003936,ORD0003936,2026-05-13T04:12:18Z,paypal,success,6776.04,SGD
PAY0003937,ORD0003937,2026-01-04T01:32:47Z,bank_transfer,success,6198.57,SGD
PAY0003938,ORD0003938,2026-04-26T23:53:56Z,wallet,success,11782.45,SGD
PAY0003939,ORD0003939,2026-04-05T00:45:57Z,card,pending,676.44,SGD
PAY0003940,ORD0003940,2026-03-03T15:50:15Z,bank_transfer,pending,2454.72,SGD
PAY0003941,ORD0003941,2026-04-08T04:37:21Z,bank_transfer,failed,3315.82,SGD
PAY0003942,ORD0003942,2026-01-28T11:13:59Z,bank_transfer,success,5578.33,SGD
PAY0003943,ORD0003943,2026-03-07T10:15:28Z,paypal,success,10722.51,SGD
PAY0003944,ORD0003944,2026-01-16T02:33:51Z,card,success,6034.98,SGD
PAY0003945,ORD0003945,2026-04-20T15:49:26Z,bank_transfer,pending,14511.58,SGD
PAY0003946,ORD0003946,2026-04-18T06:57:49Z,bank_transfer,success,9035.94,SGD
PAY0003947,ORD0003947,2026-04-13T02:08:41Z,paypal,refunded,14191.26,SGD
PAY0003948,ORD0003948,2026-01-11T02:58:58Z,bank_transfer,success,9528.32,SGD
PAY0003949,ORD0003949,2026-04-10T19:47:23Z,bank_transfer,success,13403.44,SGD
PAY0003950,ORD0003950,2026-04-14T13:33:27Z,card,success,4685.08,SGD
PAY0003951,ORD0003951,2026-03-05T16:55:06Z,bank_transfer,success,285.44,SGD
PAY0003952,ORD0003952,2026-05-13T20:10:07Z,paypal,success,11165.55,SGD
PAY0003953,ORD0003953,2026-04-27T13:19:13Z,wallet,success,18686.36,SGD
PAY0003954,ORD0003954,2026-03-19T15:22:29Z,paypal,pending,9237.8,SGD
PAY0003955,ORD0003955,2026-02-17T09:28:47Z,bank_transfer,pending,8778.8,SGD
PAY0003956,ORD0003956,2026-02-06T15:01:18Z,paypal,success,14640.37,SGD
PAY0003957,ORD0003957,2026-02-10T18:12:14Z,bank_transfer,success,4558.1,SGD
PAY0003958,ORD0003958,2026-01-04T13:56:14Z,card,success,1786.74,SGD
PAY0003959,ORD0003959,2026-05-01T01:28:27Z,card,failed,3668.54,SGD
PAY0003960,ORD0003960,2026-02-03T19:51:42Z,wallet,success,6348.81,SGD
PAY0003961,ORD0003961,2026-02-23T16:44:47Z,wallet,success,12464.87,SGD
PAY0003962,ORD0003962,2026-01-21T11:54:02Z,wallet,success,1645.66,SGD
PAY0003963,ORD0003963,2026-04-24T02:00:03Z,paypal,success,6144.34,SGD
PAY0003964,ORD0003964,2026-04-18T15:43:53Z,wallet,success,15717.13,SGD
PAY0003965,ORD0003965,2026-03-12T21:54:55Z,wallet,refunded,6823.94,SGD
PAY0003966,ORD0003966,2026-01-06T12:29:55Z,bank_transfer,success,4595.72,SGD
PAY0003967,ORD0003967,2026-03-22T11:50:24Z,bank_transfer,success,6228.34,SGD
PAY0003968,ORD0003968,2026-05-10T01:20:40Z,paypal,success,6742.15,SGD
PAY0003969,ORD0003969,2026-05-12T16:07:44Z,wallet,success,6733.05,SGD
PAY0003970,ORD0003970,2026-05-22T12:47:16Z,wallet,pending,2668.67,SGD
PAY0003971,ORD0003971,2026-01-13T22:53:14Z,wallet,success,2634.22,SGD
PAY0003972,ORD0003972,2026-03-01T07:43:03Z,wallet,success,11741.63,SGD
PAY0003973,ORD0003973,2026-04-22T09:50:17Z,paypal,success,11413.29,SGD
PAY0003974,ORD0003974,2026-02-19T08:50:03Z,wallet,success,142.08,SGD
PAY0003975,ORD0003975,2026-01-18T08:36:57Z,wallet,pending,1640.19,SGD
PAY0003976,ORD0003976,2026-01-21T03:45:43Z,bank_transfer,success,4943.97,SGD
PAY0003977,ORD0003977,2026-02-01T12:47:33Z,bank_transfer,success,4137.88,SGD
PAY0003978,ORD0003978,2026-01-03T09:20:40Z,card,success,1844.15,SGD
PAY0003979,ORD0003979,2026-01-26T07:11:08Z,wallet,failed,1112.3,SGD
PAY0003980,ORD0003980,2026-02-26T13:39:45Z,wallet,success,840.38,SGD
PAY0003981,ORD0003981,2026-05-09T09:25:57Z,card,refunded,1592.86,SGD
PAY0003982,ORD0003982,2026-02-26T15:09:52Z,paypal,pending,6568.65,SGD
PAY0003983,ORD0003983,2026-03-24T15:56:30Z,wallet,success,2211.38,SGD
PAY0003984,ORD0003984,2026-01-11T15:43:08Z,wallet,success,14920.1,SGD
PAY0003985,ORD0003985,2026-03-03T21:01:36Z,bank_transfer,success,1294.84,SGD
PAY0003986,ORD0003986,2026-02-06T14:55:27Z,bank_transfer,success,4088.44,SGD
PAY0003987,ORD0003987,2026-03-25T12:49:08Z,paypal,success,8439.53,SGD
PAY0003988,ORD0003988,2026-02-13T12:33:22Z,card,success,5197.74,SGD
PAY0003989,ORD0003989,2026-04-07T11:05:05Z,card,success,15515.17,SGD
PAY0003990,ORD0003990,2026-01-22T16:04:54Z,card,success,16690.27,SGD
PAY0003991,ORD0003991,2026-04-07T18:54:21Z,card,success,4245.02,SGD
PAY0003992,ORD0003992,2026-03-25T21:34:17Z,bank_transfer,failed,14660.88,SGD
PAY0003993,ORD0003993,2026-05-17T11:17:42Z,paypal,pending,4757.27,SGD
PAY0003994,ORD0003994,2026-03-05T15:16:20Z,wallet,success,8908.14,SGD
PAY0003995,ORD0003995,2026-01-05T03:12:50Z,card,success,8218.77,SGD
PAY0003996,ORD0003996,2026-05-22T18:09:50Z,bank_transfer,success,15958.98,SGD
PAY0003997,ORD0003997,2026-03-24T18:45:02Z,card,refunded,1971.93,SGD
PAY0003998,ORD0003998,2026-05-15T00:41:23Z,card,success,16034.17,SGD
PAY0003999,ORD0003999,2026-04-08T13:30:55Z,paypal,success,117.28,SGD
PAY0004000,ORD0004000,2026-04-24T03:59:48Z,bank_transfer,success,6660.12,SGD
PAY0004001,ORD0004001,2026-03-09T05:54:04Z,paypal,success,6499.39,SGD
PAY0004002,ORD0004002,2026-01-23T13:53:30Z,wallet,success,2288.34,SGD
PAY0004003,ORD0004003,2026-05-18T13:21:49Z,bank_transfer,success,9458.05,SGD
PAY0004004,ORD0004004,2026-02-19T09:37:52Z,card,success,218.52,SGD
PAY0004005,ORD0004005,2026-02-19T02:08:39Z,bank_transfer,success,6427.86,SGD
PAY0004006,ORD0004006,2026-01-22T18:10:49Z,bank_transfer,pending,7384.75,SGD
PAY0004007,ORD0004007,2026-03-06T03:46:45Z,paypal,success,3865.89,SGD
PAY0004008,ORD0004008,2026-04-29T02:11:51Z,bank_transfer,success,11653.88,SGD
PAY0004009,ORD0004009,2026-05-21T03:26:49Z,bank_transfer,pending,1824.9,SGD
PAY0004010,ORD0004010,2026-04-24T06:12:18Z,paypal,failed,632.0,SGD
PAY0004011,ORD0004011,2026-05-08T08:56:49Z,card,success,1704.3,SGD
PAY0004012,ORD0004012,2026-05-12T09:13:15Z,bank_transfer,success,7973.19,SGD
PAY0004013,ORD0004013,2026-05-23T02:07:10Z,wallet,success,6041.74,SGD
PAY0004014,ORD0004014,2026-01-07T12:59:44Z,wallet,success,8031.89,SGD
PAY0004015,ORD0004015,2026-01-21T09:01:41Z,wallet,success,7647.26,SGD
PAY0004016,ORD0004016,2026-01-22T17:48:24Z,bank_transfer,pending,9151.02,SGD
PAY0004017,ORD0004017,2026-05-02T08:27:25Z,wallet,success,4908.63,SGD
PAY0004018,ORD0004018,2026-01-01T15:25:35Z,paypal,success,8173.48,SGD
PAY0004019,ORD0004019,2026-01-12T21:35:46Z,wallet,pending,5820.45,SGD
PAY0004020,ORD0004020,2026-04-05T20:24:19Z,card,success,732.09,SGD
PAY0004021,ORD0004021,2026-04-09T15:00:44Z,wallet,success,8437.26,SGD
PAY0004022,ORD0004022,2026-04-10T07:07:35Z,paypal,success,12625.97,SGD
PAY0004023,ORD0004023,2026-04-04T10:53:47Z,wallet,refunded,10759.68,SGD
PAY0004024,ORD0004024,2026-02-27T06:19:26Z,paypal,success,3848.57,SGD
PAY0004025,ORD0004025,2026-04-06T19:36:40Z,paypal,success,6252.7,SGD
PAY0004026,ORD0004026,2026-04-25T15:03:59Z,paypal,success,10605.21,SGD
PAY0004027,ORD0004027,2026-02-06T23:24:21Z,card,success,4973.48,SGD
PAY0004028,ORD0004028,2026-04-01T15:15:18Z,wallet,success,5518.17,SGD
PAY0004029,ORD0004029,2026-04-15T15:08:09Z,wallet,refunded,6972.14,SGD
PAY0004030,ORD0004030,2026-01-28T23:17:53Z,card,success,7507.45,SGD
PAY0004031,ORD0004031,2026-01-29T16:28:46Z,wallet,success,5794.15,SGD
PAY0004032,ORD0004032,2026-05-20T03:10:08Z,paypal,success,9737.9,SGD
PAY0004033,ORD0004033,2026-03-09T02:35:11Z,card,pending,12465.77,SGD
PAY0004034,ORD0004034,2026-02-21T02:39:09Z,card,success,13660.59,SGD
PAY0004035,ORD0004035,2026-05-22T14:46:50Z,bank_transfer,pending,6596.77,SGD
PAY0004036,ORD0004036,2026-01-17T12:34:35Z,card,success,4757.13,SGD
PAY0004037,ORD0004037,2026-04-07T20:33:47Z,paypal,success,9583.29,SGD
PAY0004038,ORD0004038,2026-05-24T06:34:22Z,bank_transfer,pending,13493.66,SGD
PAY0004039,ORD0004039,2026-01-10T13:14:03Z,paypal,success,229.8,SGD
PAY0004040,ORD0004040,2026-03-11T17:13:35Z,paypal,success,14640.94,SGD
PAY0004041,ORD0004041,2026-04-18T03:01:36Z,wallet,pending,9167.19,SGD
PAY0004042,ORD0004042,2026-04-02T09:17:52Z,card,success,11007.73,SGD
PAY0004043,ORD0004043,2026-03-16T14:24:07Z,paypal,success,1903.05,SGD
PAY0004044,ORD0004044,2026-04-20T23:38:22Z,wallet,success,9963.06,SGD
PAY0004045,ORD0004045,2026-02-23T08:18:07Z,bank_transfer,pending,8230.31,SGD
PAY0004046,ORD0004046,2026-01-31T10:09:23Z,card,refunded,4312.64,SGD
PAY0004047,ORD0004047,2026-03-01T17:09:16Z,card,success,4834.05,SGD
PAY0004048,ORD0004048,2026-03-15T18:48:39Z,paypal,success,6870.69,SGD
PAY0004049,ORD0004049,2026-05-10T01:35:16Z,card,failed,2911.15,SGD
PAY0004050,ORD0004050,2026-03-28T05:41:34Z,paypal,success,6635.85,SGD
PAY0004051,ORD0004051,2026-05-19T09:07:14Z,paypal,success,8316.12,SGD
PAY0004052,ORD0004052,2026-02-21T18:07:15Z,bank_transfer,success,10733.12,SGD
PAY0004053,ORD0004053,2026-04-23T15:37:46Z,paypal,success,9168.05,SGD
PAY0004054,ORD0004054,2026-02-17T09:18:45Z,card,success,13912.51,SGD
PAY0004055,ORD0004055,2026-01-09T20:55:03Z,card,success,3237.57,SGD
PAY0004056,ORD0004056,2026-03-24T06:36:27Z,card,success,11097.22,SGD
PAY0004057,ORD0004057,2026-01-24T11:10:49Z,card,success,2685.96,SGD
PAY0004058,ORD0004058,2026-03-29T02:38:36Z,bank_transfer,pending,14237.65,SGD
PAY0004059,ORD0004059,2026-02-11T08:20:16Z,paypal,failed,10852.34,SGD
PAY0004060,ORD0004060,2026-01-07T15:24:00Z,bank_transfer,success,4372.01,SGD
PAY0004061,ORD0004061,2026-04-30T23:16:00Z,bank_transfer,success,3843.66,SGD
PAY0004062,ORD0004062,2026-03-04T22:38:26Z,card,success,9465.76,SGD
PAY0004063,ORD0004063,2026-03-07T10:09:09Z,bank_transfer,success,8028.52,SGD
PAY0004064,ORD0004064,2026-03-07T17:10:27Z,card,pending,7095.92,SGD
PAY0004065,ORD0004065,2026-01-02T23:03:16Z,bank_transfer,pending,20607.03,SGD
PAY0004066,ORD0004066,2026-04-22T01:14:33Z,bank_transfer,success,14275.72,SGD
PAY0004067,ORD0004067,2026-03-21T14:06:56Z,bank_transfer,refunded,15126.02,SGD
PAY0004068,ORD0004068,2026-05-15T09:59:06Z,card,success,3637.12,SGD
PAY0004069,ORD0004069,2026-01-20T23:57:58Z,wallet,success,9601.61,SGD
PAY0004070,ORD0004070,2026-01-21T15:04:32Z,bank_transfer,failed,3854.45,SGD
PAY0004071,ORD0004071,2026-03-06T20:58:42Z,card,success,4947.99,SGD
PAY0004072,ORD0004072,2026-04-30T01:53:56Z,wallet,pending,9826.52,SGD
PAY0004073,ORD0004073,2026-02-11T21:32:33Z,bank_transfer,refunded,4995.05,SGD
PAY0004074,ORD0004074,2026-03-25T22:23:46Z,card,success,9165.33,SGD
PAY0004075,ORD0004075,2026-05-16T08:29:32Z,bank_transfer,success,14982.5,SGD
PAY0004076,ORD0004076,2026-01-14T07:06:04Z,wallet,success,13420.37,SGD
PAY0004077,ORD0004077,2026-01-29T04:48:45Z,paypal,success,8030.95,SGD
PAY0004078,ORD0004078,2026-05-13T02:48:06Z,bank_transfer,success,9360.62,SGD
PAY0004079,ORD0004079,2026-01-31T22:01:32Z,bank_transfer,success,15071.0,SGD
PAY0004080,ORD0004080,2026-05-23T19:08:08Z,paypal,success,2060.63,SGD
PAY0004081,ORD0004081,2026-01-27T14:28:48Z,card,success,703.53,SGD
PAY0004082,ORD0004082,2026-01-31T18:10:14Z,paypal,success,3794.88,SGD
PAY0004083,ORD0004083,2026-04-30T22:39:32Z,wallet,refunded,8391.76,SGD
PAY0004084,ORD0004084,2026-04-01T11:44:53Z,bank_transfer,success,8989.82,SGD
PAY0004085,ORD0004085,2026-04-26T12:16:56Z,bank_transfer,success,1152.54,SGD
PAY0004086,ORD0004086,2026-04-07T17:20:42Z,wallet,success,7732.17,SGD
PAY0004087,ORD0004087,2026-03-15T06:22:02Z,paypal,success,10383.29,SGD
PAY0004088,ORD0004088,2026-01-04T14:41:57Z,paypal,success,1799.17,SGD
PAY0004089,ORD0004089,2026-01-20T21:09:49Z,wallet,refunded,457.71,SGD
PAY0004090,ORD0004090,2026-05-14T18:03:56Z,paypal,success,9480.75,SGD
PAY0004091,ORD0004091,2026-03-11T11:33:28Z,card,success,6749.34,SGD
PAY0004092,ORD0004092,2026-01-13T08:02:05Z,paypal,pending,381.62,SGD
PAY0004093,ORD0004093,2026-03-18T20:52:31Z,bank_transfer,pending,3506.97,SGD
PAY0004094,ORD0004094,2026-05-15T14:57:07Z,bank_transfer,refunded,7291.26,SGD
PAY0004095,ORD0004095,2026-01-02T07:57:42Z,paypal,success,5885.43,SGD
PAY0004096,ORD0004096,2026-03-30T00:29:18Z,wallet,success,8191.05,SGD
PAY0004097,ORD0004097,2026-05-09T08:04:15Z,wallet,success,11670.52,SGD
PAY0004098,ORD0004098,2026-03-22T18:32:01Z,card,success,4640.88,SGD
PAY0004099,ORD0004099,2026-03-20T06:45:49Z,card,success,2472.04,SGD
PAY0004100,ORD0004100,2026-02-23T18:03:04Z,bank_transfer,success,2704.11,SGD
PAY0004101,ORD0004101,2026-01-07T09:38:48Z,wallet,success,7375.88,SGD
