ticket_id,customer_id,created_at,resolved_at,priority,issue_type,status,satisfaction_score
TICK000583,CUST00093,2026-04-12T22:27:03Z,,critical,product_question,open,
TICK000584,CUST00992,2026-01-04T21:46:51Z,,critical,delivery_delay,in_progress,
TICK000585,CUST00299,2026-05-24T09:32:45Z,2026-05-24T13:32:45Z,medium,product_question,closed,1
TICK000586,CUST00701,2026-05-19T06:44:46Z,,low,payment_issue,open,
TICK000587,CUST00300,2026-01-17T19:19:56Z,2026-01-19T05:19:56Z,critical,account_issue,resolved,4
TICK000588,CUST00782,2026-04-26T10:53:15Z,2026-04-28T03:53:15Z,high,technical_support,resolved,1
TICK000589,CUST00642,2026-03-03T19:24:11Z,,low,payment_issue,in_progress,
TICK000590,CUST00328,2026-01-01T01:13:12Z,,medium,technical_support,in_progress,
TICK000591,CUST00083,2026-02-01T15:11:34Z,,high,technical_support,open,
TICK000592,CUST00246,2026-02-27T15:48:17Z,2026-02-27T16:48:17Z,high,payment_issue,resolved,5
TICK000593,CUST00307,2026-04-09T03:35:30Z,,high,refund_request,in_progress,
TICK000594,CUST00015,2026-04-12T10:12:59Z,2026-04-13T06:12:59Z,high,delivery_delay,closed,1
TICK000595,CUST00563,2026-02-26T21:12:36Z,2026-03-02T19:12:36Z,low,product_question,resolved,1
TICK000596,CUST00651,2026-03-02T20:23:30Z,,critical,technical_support,open,
TICK000597,CUST00223,2026-04-25T08:01:09Z,,low,delivery_delay,open,
TICK000598,CUST00551,2026-05-01T17:38:33Z,,medium,technical_support,open,
TICK000599,CUST00149,2026-01-26T07:37:53Z,2026-01-26T16:37:53Z,critical,payment_issue,closed,2
TICK000600,CUST00735,2026-05-16T09:15:12Z,,low,refund_request,in_progress,
TICK000601,CUST00992,2026-03-27T17:20:25Z,,medium,refund_request,in_progress,
TICK000602,CUST00370,2026-03-23T10:18:25Z,2026-03-24T18:18:25Z,critical,technical_support,resolved,2
TICK000603,CUST00959,2026-01-06T21:50:22Z,,high,technical_support,open,
TICK000604,CUST00666,2026-01-11T09:47:08Z,,high,technical_support,open,
TICK000605,CUST00106,2026-02-24T16:36:20Z,2026-02-24T20:36:20Z,critical,delivery_delay,closed,5
TICK000606,CUST00040,2026-01-10T02:54:01Z,2026-01-14T07:54:01Z,low,account_issue,closed,2
TICK000607,CUST00502,2026-03-11T10:33:42Z,2026-03-12T09:33:42Z,low,account_issue,resolved,4
TICK000608,CUST00614,2026-03-12T09:51:00Z,2026-03-13T10:51:00Z,low,delivery_delay,resolved,3
TICK000609,CUST00907,2026-04-19T19:12:24Z,2026-04-21T03:12:24Z,high,payment_issue,closed,4
TICK000610,CUST00939,2026-05-02T09:12:39Z,,critical,delivery_delay,open,
TICK000611,CUST00637,2026-02-03T02:07:55Z,,medium,technical_support,open,
TICK000612,CUST00583,2026-03-17T09:23:48Z,,high,payment_issue,in_progress,
TICK000613,CUST00320,2026-04-23T04:45:33Z,,critical,payment_issue,in_progress,
TICK000614,CUST00544,2026-03-12T04:26:30Z,,critical,refund_request,in_progress,
TICK000615,CUST00317,2026-01-31T10:01:16Z,2026-02-02T03:01:16Z,critical,technical_support,closed,4
TICK000616,CUST00445,2026-03-29T01:36:39Z,2026-03-30T02:36:39Z,high,technical_support,resolved,5
TICK000617,CUST00792,2026-01-20T23:17:18Z,2026-01-21T05:17:18Z,high,product_question,closed,1
TICK000618,CUST00859,2026-03-02T08:36:17Z,2026-03-02T22:36:17Z,high,technical_support,resolved,3
TICK000619,CUST00492,2026-01-19T14:38:26Z,2026-01-22T10:38:26Z,low,account_issue,resolved,1
TICK000620,CUST00920,2026-03-22T18:28:06Z,2026-03-24T11:28:06Z,medium,payment_issue,closed,1
TICK000621,CUST00284,2026-02-23T00:27:38Z,2026-02-25T22:27:38Z,medium,refund_request,resolved,2
TICK000622,CUST00506,2026-01-19T18:19:55Z,2026-01-20T20:19:55Z,high,technical_support,closed,2
TICK000623,CUST00832,2026-03-23T10:43:04Z,,medium,product_question,in_progress,
TICK000624,CUST00090,2026-01-17T04:33:41Z,,critical,technical_support,open,
TICK000625,CUST00818,2026-02-15T05:36:11Z,2026-02-15T11:36:11Z,high,technical_support,resolved,4
TICK000626,CUST00115,2026-01-27T18:08:25Z,,critical,delivery_delay,in_progress,
TICK000627,CUST00266,2026-02-20T18:23:13Z,,low,delivery_delay,in_progress,
TICK000628,CUST00588,2026-01-14T01:52:41Z,2026-01-14T12:52:41Z,high,product_question,resolved,5
TICK000629,CUST00690,2026-03-11T20:08:09Z,2026-03-12T20:08:09Z,high,technical_support,resolved,1
TICK000630,CUST00943,2026-05-03T02:56:21Z,2026-05-04T13:56:21Z,critical,account_issue,resolved,2
TICK000631,CUST00010,2026-03-27T15:04:42Z,,critical,account_issue,in_progress,
TICK000632,CUST00658,2026-03-03T14:55:47Z,,low,product_question,open,
TICK000633,CUST00194,2026-04-26T21:55:37Z,2026-05-01T14:55:37Z,low,delivery_delay,resolved,3
TICK000634,CUST00717,2026-03-07T11:04:33Z,2026-03-08T11:04:33Z,high,refund_request,resolved,1
TICK000635,CUST00147,2026-01-18T01:18:26Z,,critical,refund_request,open,
TICK000636,CUST00479,2026-03-31T13:08:12Z,2026-04-03T19:08:12Z,medium,delivery_delay,resolved,2
TICK000637,CUST00196,2026-01-09T13:59:32Z,2026-01-11T20:59:32Z,medium,product_question,closed,4
TICK000638,CUST00694,2026-05-12T04:29:08Z,,low,product_question,in_progress,
TICK000639,CUST00265,2026-04-28T20:52:41Z,,critical,product_question,in_progress,
TICK000640,CUST00185,2026-02-06T19:27:47Z,2026-02-07T13:27:47Z,critical,account_issue,closed,3
TICK000641,CUST00696,2026-01-03T10:59:00Z,2026-01-04T21:59:00Z,critical,delivery_delay,closed,4
TICK000642,CUST00852,2026-03-20T17:26:47Z,,critical,account_issue,open,
TICK000643,CUST00112,2026-04-17T09:38:03Z,2026-04-19T03:38:03Z,low,refund_request,resolved,3
TICK000644,CUST00037,2026-02-11T16:33:09Z,2026-02-11T17:33:09Z,critical,technical_support,resolved,4
TICK000645,CUST00292,2026-03-19T08:18:13Z,,high,delivery_delay,in_progress,
TICK000646,CUST00855,2026-02-09T13:01:36Z,,critical,refund_request,in_progress,
TICK000647,CUST00047,2026-05-11T07:52:36Z,,low,account_issue,in_progress,
TICK000648,CUST00682,2026-04-18T22:33:12Z,2026-04-20T13:33:12Z,critical,refund_request,closed,1
TICK000649,CUST00296,2026-04-11T23:17:51Z,2026-04-15T12:17:51Z,medium,delivery_delay,resolved,3
TICK000650,CUST00070,2026-01-18T13:19:10Z,2026-01-19T23:19:10Z,high,account_issue,closed,1
TICK000651,CUST00958,2026-02-25T20:21:54Z,2026-02-27T02:21:54Z,medium,account_issue,resolved,3
TICK000652,CUST00410,2026-03-02T15:45:00Z,2026-03-04T03:45:00Z,high,payment_issue,closed,2
TICK000653,CUST00178,2026-01-12T15:06:42Z,2026-01-16T00:06:42Z,medium,payment_issue,closed,1
TICK000654,CUST00251,2026-04-15T08:46:33Z,,medium,payment_issue,open,
TICK000655,CUST00907,2026-02-04T21:21:42Z,2026-02-05T06:21:42Z,medium,refund_request,closed,2
TICK000656,CUST00792,2026-04-16T07:43:55Z,2026-04-17T02:43:55Z,critical,account_issue,closed,5
TICK000657,CUST00056,2026-01-14T11:47:48Z,,critical,account_issue,in_progress,
TICK000658,CUST00225,2026-01-02T05:25:46Z,2026-01-05T19:25:46Z,medium,account_issue,closed,5
TICK000659,CUST00946,2026-03-06T21:20:28Z,2026-03-07T15:20:28Z,high,delivery_delay,resolved,2
TICK000660,CUST00098,2026-05-09T04:00:28Z,,low,product_question,open,
TICK000661,CUST00664,2026-05-08T10:26:27Z,2026-05-11T04:26:27Z,low,product_question,closed,4
TICK000662,CUST00486,2026-05-17T10:56:25Z,,high,payment_issue,in_progress,
TICK000663,CUST00293,2026-04-20T14:09:40Z,2026-04-23T22:09:40Z,low,refund_request,resolved,4
TICK000664,CUST00631,2026-04-19T17:44:35Z,2026-04-21T11:44:35Z,high,technical_support,closed,5
TICK000665,CUST00614,2026-03-06T17:23:14Z,,high,payment_issue,in_progress,
TICK000666,CUST00260,2026-01-24T22:03:20Z,,critical,payment_issue,open,
TICK000667,CUST00547,2026-01-30T20:05:29Z,2026-02-01T15:05:29Z,high,payment_issue,resolved,4
TICK000668,CUST00335,2026-04-09T01:26:51Z,,high,refund_request,open,
TICK000669,CUST00726,2026-05-09T11:35:57Z,2026-05-13T09:35:57Z,medium,delivery_delay,resolved,3
TICK000670,CUST00816,2026-01-11T19:18:48Z,,low,technical_support,open,
TICK000671,CUST00609,2026-02-08T23:15:21Z,2026-02-12T08:15:21Z,medium,payment_issue,closed,5
TICK000672,CUST00182,2026-02-05T03:39:03Z,,high,refund_request,open,
TICK000673,CUST00543,2026-01-17T17:35:55Z,,critical,payment_issue,in_progress,
TICK000674,CUST00550,2026-05-22T23:24:07Z,2026-05-25T15:24:07Z,medium,refund_request,resolved,2
TICK000675,CUST00360,2026-02-27T08:10:26Z,,critical,technical_support,open,
TICK000676,CUST00506,2026-01-20T06:42:49Z,,critical,delivery_delay,open,
TICK000677,CUST00321,2026-02-28T06:27:03Z,2026-02-28T12:27:03Z,medium,payment_issue,closed,2
TICK000678,CUST00205,2026-04-15T19:00:52Z,2026-04-17T23:00:52Z,low,product_question,resolved,2
TICK000679,CUST00799,2026-03-23T16:38:54Z,2026-03-24T13:38:54Z,high,account_issue,resolved,2
TICK000680,CUST00448,2026-02-15T02:46:35Z,,low,refund_request,in_progress,
TICK000681,CUST00539,2026-05-02T02:29:04Z,2026-05-05T11:29:04Z,low,refund_request,resolved,3
TICK000682,CUST00155,2026-04-12T23:54:43Z,2026-04-13T20:54:43Z,critical,payment_issue,resolved,3
TICK000683,CUST00653,2026-03-16T06:41:04Z,,low,product_question,open,
TICK000684,CUST00318,2026-04-24T01:35:57Z,,critical,product_question,in_progress,
TICK000685,CUST00313,2026-05-11T02:06:09Z,,high,product_question,open,
TICK000686,CUST00411,2026-02-25T18:54:13Z,,critical,account_issue,in_progress,
TICK000687,CUST00046,2026-01-08T00:14:46Z,,medium,delivery_delay,in_progress,
TICK000688,CUST00166,2026-02-06T15:49:40Z,,critical,technical_support,open,
TICK000689,CUST00988,2026-04-26T23:53:03Z,2026-04-28T10:53:03Z,critical,technical_support,closed,3
TICK000690,CUST00831,2026-03-26T07:15:34Z,,low,payment_issue,open,
TICK000691,CUST00034,2026-03-24T22:09:00Z,2026-03-25T08:09:00Z,high,refund_request,closed,5
TICK000692,CUST00595,2026-02-01T21:16:15Z,2026-02-05T05:16:15Z,medium,delivery_delay,closed,2
TICK000693,CUST00984,2026-05-16T04:38:35Z,2026-05-18T16:38:35Z,low,account_issue,closed,1
TICK000694,CUST00249,2026-04-22T01:07:10Z,,high,account_issue,open,
TICK000695,CUST00701,2026-03-08T12:22:09Z,,critical,account_issue,open,
TICK000696,CUST00448,2026-03-20T09:03:19Z,2026-03-20T23:03:19Z,critical,payment_issue,resolved,1
TICK000697,CUST00986,2026-01-05T13:07:02Z,,critical,refund_request,open,
TICK000698,CUST00670,2026-03-22T11:59:51Z,2026-03-22T18:59:51Z,low,product_question,closed,5
TICK000699,CUST00931,2026-01-21T23:48:38Z,,critical,refund_request,in_progress,
TICK000700,CUST00254,2026-05-09T13:06:46Z,2026-05-09T22:06:46Z,critical,account_issue,closed,3
TICK000701,CUST00869,2026-05-14T20:35:36Z,,high,technical_support,in_progress,
TICK000702,CUST00340,2026-05-21T20:44:49Z,,high,delivery_delay,open,
TICK000703,CUST00308,2026-05-06T03:27:59Z,2026-05-06T17:27:59Z,critical,technical_support,resolved,4
TICK000704,CUST00552,2026-05-05T00:15:17Z,2026-05-05T11:15:17Z,critical,technical_support,closed,5
TICK000705,CUST00572,2026-04-02T04:17:33Z,2026-04-02T20:17:33Z,low,technical_support,resolved,4
TICK000706,CUST00822,2026-01-31T08:02:54Z,2026-01-31T14:02:54Z,critical,product_question,closed,5
TICK000707,CUST00815,2026-05-15T02:07:05Z,2026-05-15T15:07:05Z,critical,delivery_delay,resolved,1
TICK000708,CUST00231,2026-03-08T19:11:18Z,,high,payment_issue,in_progress,
TICK000709,CUST00256,2026-02-09T03:58:19Z,2026-02-10T02:58:19Z,critical,product_question,closed,5
TICK000710,CUST00235,2026-04-05T01:20:50Z,2026-04-09T18:20:50Z,low,product_question,resolved,2
TICK000711,CUST00208,2026-05-04T09:49:52Z,2026-05-06T20:49:52Z,low,delivery_delay,closed,3
TICK000712,CUST00440,2026-02-05T19:37:38Z,,medium,account_issue,open,
TICK000713,CUST00816,2026-05-10T01:44:14Z,,high,product_question,in_progress,
TICK000714,CUST00824,2026-03-31T12:42:02Z,2026-04-01T03:42:02Z,high,refund_request,closed,3
TICK000715,CUST00261,2026-03-23T17:56:44Z,2026-03-23T18:56:44Z,critical,refund_request,resolved,2
TICK000716,CUST00635,2026-01-26T13:45:35Z,2026-01-31T13:45:35Z,medium,payment_issue,closed,3
TICK000717,CUST00598,2026-05-13T20:07:46Z,2026-05-14T14:07:46Z,high,refund_request,closed,5
TICK000718,CUST00686,2026-01-26T19:33:06Z,,low,technical_support,in_progress,
TICK000719,CUST00695,2026-03-19T17:16:38Z,2026-03-21T03:16:38Z,low,technical_support,resolved,5
TICK000720,CUST00718,2026-01-20T05:25:09Z,,high,technical_support,open,
TICK000721,CUST00972,2026-04-29T19:23:40Z,,low,technical_support,in_progress,
TICK000722,CUST00129,2026-03-26T18:34:06Z,2026-03-28T12:34:06Z,high,delivery_delay,resolved,4
TICK000723,CUST00045,2026-02-23T12:12:11Z,,critical,technical_support,open,
TICK000724,CUST00950,2026-02-24T12:56:53Z,,critical,refund_request,in_progress,
TICK000725,CUST00701,2026-05-04T21:29:43Z,,medium,account_issue,in_progress,
TICK000726,CUST00586,2026-04-07T03:15:52Z,2026-04-09T02:15:52Z,critical,payment_issue,closed,5
TICK000727,CUST00672,2026-01-24T21:36:18Z,2026-01-25T15:36:18Z,medium,account_issue,closed,5
TICK000728,CUST00404,2026-04-12T00:59:47Z,,medium,delivery_delay,in_progress,
TICK000729,CUST00676,2026-03-04T00:21:28Z,2026-03-04T15:21:28Z,critical,account_issue,closed,4
TICK000730,CUST00818,2026-04-19T20:34:19Z,2026-04-20T03:34:19Z,critical,refund_request,closed,1
TICK000731,CUST00322,2026-01-05T01:18:07Z,,low,product_question,in_progress,
TICK000732,CUST00624,2026-01-17T20:09:46Z,,medium,refund_request,in_progress,
TICK000733,CUST00157,2026-03-05T10:46:22Z,,high,delivery_delay,open,
TICK000734,CUST00999,2026-05-19T11:25:15Z,,critical,technical_support,open,
TICK000735,CUST00461,2026-03-21T01:16:29Z,,critical,delivery_delay,in_progress,
TICK000736,CUST00381,2026-04-29T06:29:48Z,2026-04-30T01:29:48Z,critical,technical_support,resolved,4
TICK000737,CUST00505,2026-04-30T17:35:18Z,2026-05-02T12:35:18Z,critical,delivery_delay,closed,5
TICK000738,CUST00738,2026-02-16T17:22:05Z,,medium,payment_issue,open,
TICK000739,CUST00842,2026-01-09T17:00:07Z,,critical,account_issue,open,
TICK000740,CUST00906,2026-01-28T16:23:17Z,,high,refund_request,in_progress,
TICK000741,CUST00633,2026-03-09T10:43:36Z,2026-03-11T05:43:36Z,high,product_question,closed,5
TICK000742,CUST00523,2026-05-17T12:22:36Z,2026-05-17T13:22:36Z,medium,payment_issue,closed,3
TICK000743,CUST00658,2026-03-14T21:50:57Z,,low,product_question,open,
TICK000744,CUST00803,2026-05-11T12:00:26Z,,medium,delivery_delay,open,
TICK000745,CUST00215,2026-01-07T12:41:00Z,2026-01-08T13:41:00Z,high,product_question,closed,5
TICK000746,CUST00716,2026-04-23T22:20:29Z,2026-04-28T05:20:29Z,low,refund_request,closed,1
TICK000747,CUST00416,2026-03-07T06:25:22Z,,high,delivery_delay,open,
TICK000748,CUST00018,2026-03-19T06:23:53Z,,high,payment_issue,open,
TICK000749,CUST00091,2026-02-07T20:00:01Z,,critical,refund_request,open,
TICK000750,CUST00961,2026-01-12T19:25:03Z,2026-01-15T11:25:03Z,low,product_question,resolved,3
TICK000751,CUST00032,2026-04-19T23:17:10Z,,medium,payment_issue,in_progress,
TICK000752,CUST00212,2026-03-29T00:57:11Z,,high,product_question,in_progress,
TICK000753,CUST00121,2026-04-06T21:00:11Z,,low,account_issue,open,
TICK000754,CUST00721,2026-04-01T04:58:09Z,2026-04-02T13:58:09Z,critical,account_issue,resolved,4
TICK000755,CUST00131,2026-05-22T10:35:13Z,,medium,delivery_delay,open,
TICK000756,CUST00453,2026-03-13T20:28:38Z,,critical,account_issue,in_progress,
TICK000757,CUST00326,2026-05-16T17:51:15Z,,low,account_issue,open,
TICK000758,CUST00534,2026-03-23T16:25:50Z,,low,technical_support,open,
TICK000759,CUST00720,2026-04-24T12:40:34Z,2026-04-24T14:40:34Z,medium,refund_request,closed,4
TICK000760,CUST00237,2026-03-07T12:24:48Z,2026-03-12T11:24:48Z,medium,product_question,closed,3
TICK000761,CUST00460,2026-04-03T02:40:42Z,,high,delivery_delay,open,
TICK000762,CUST00222,2026-03-21T02:27:14Z,2026-03-22T00:27:14Z,critical,account_issue,resolved,2
TICK000763,CUST00570,2026-02-28T20:43:45Z,,critical,delivery_delay,in_progress,
TICK000764,CUST00972,2026-05-03T18:46:16Z,2026-05-07T09:46:16Z,low,product_question,resolved,3
TICK000765,CUST00624,2026-01-01T08:10:23Z,,low,product_question,in_progress,
TICK000766,CUST00865,2026-01-25T13:29:36Z,2026-01-27T11:29:36Z,critical,technical_support,closed,5
TICK000767,CUST00745,2026-05-02T04:12:23Z,,low,account_issue,open,
TICK000768,CUST00399,2026-02-02T11:23:07Z,2026-02-02T17:23:07Z,critical,technical_support,closed,3
TICK000769,CUST00288,2026-02-28T13:14:39Z,,critical,refund_request,in_progress,
TICK000770,CUST00747,2026-01-11T16:21:33Z,2026-01-12T16:21:33Z,medium,refund_request,resolved,4
TICK000771,CUST00754,2026-05-16T19:20:52Z,2026-05-17T06:20:52Z,critical,product_question,resolved,1
TICK000772,CUST00927,2026-04-01T10:16:18Z,,low,payment_issue,in_progress,
TICK000773,CUST00375,2026-04-16T17:37:13Z,2026-04-18T15:37:13Z,critical,product_question,closed,4
TICK000774,CUST00840,2026-04-26T20:41:42Z,,medium,refund_request,open,
TICK000775,CUST00285,2026-03-24T19:16:04Z,,critical,refund_request,open,
TICK000776,CUST00401,2026-01-08T15:41:37Z,2026-01-10T14:41:37Z,critical,product_question,resolved,2
TICK000777,CUST00886,2026-05-23T18:08:20Z,2026-05-24T17:08:20Z,critical,delivery_delay,closed,5
TICK000778,CUST00514,2026-03-26T14:22:38Z,,medium,product_question,open,
TICK000779,CUST00218,2026-02-14T02:15:09Z,,low,account_issue,open,
TICK000780,CUST00500,2026-03-19T15:08:09Z,,low,account_issue,in_progress,
TICK000781,CUST00882,2026-05-06T21:35:08Z,2026-05-07T11:35:08Z,high,product_question,resolved,4
TICK000782,CUST00878,2026-03-25T12:02:35Z,2026-03-28T18:02:35Z,medium,account_issue,closed,5
TICK000783,CUST00172,2026-03-25T19:30:20Z,,critical,account_issue,in_progress,
TICK000784,CUST00696,2026-03-20T16:10:04Z,,high,refund_request,open,
TICK000785,CUST00735,2026-04-12T00:37:25Z,2026-04-13T12:37:25Z,high,product_question,closed,4
TICK000786,CUST00183,2026-01-29T06:49:58Z,,high,delivery_delay,open,
TICK000787,CUST00265,2026-02-07T19:14:44Z,,high,refund_request,open,
TICK000788,CUST00362,2026-02-21T13:51:44Z,2026-02-22T06:51:44Z,high,product_question,resolved,1
TICK000789,CUST00809,2026-03-02T12:51:44Z,,low,product_question,in_progress,
TICK000790,CUST00972,2026-04-15T13:44:13Z,,high,product_question,in_progress,
TICK000791,CUST00080,2026-01-25T08:27:14Z,,medium,product_question,open,
TICK000792,CUST00862,2026-02-19T00:37:32Z,2026-02-23T19:37:32Z,medium,delivery_delay,resolved,2
TICK000793,CUST00439,2026-02-20T04:13:42Z,2026-02-22T16:13:42Z,low,payment_issue,resolved,3
TICK000794,CUST00429,2026-01-16T14:56:30Z,,low,technical_support,in_progress,
TICK000795,CUST00359,2026-04-13T18:15:14Z,,medium,refund_request,open,
TICK000796,CUST00701,2026-04-28T11:05:45Z,,medium,product_question,open,
TICK000797,CUST00116,2026-01-30T09:38:51Z,,high,refund_request,in_progress,
TICK000798,CUST00996,2026-04-15T05:45:40Z,,low,delivery_delay,open,
TICK000799,CUST00681,2026-05-02T20:02:46Z,,high,payment_issue,in_progress,
TICK000800,CUST00108,2026-02-01T07:25:55Z,2026-02-01T21:25:55Z,critical,account_issue,resolved,5
TICK000801,CUST00656,2026-03-15T02:21:34Z,2026-03-15T07:21:34Z,high,technical_support,closed,3
TICK000802,CUST00324,2026-02-27T23:45:57Z,,low,product_question,in_progress,
TICK000803,CUST00681,2026-02-01T00:38:42Z,,low,delivery_delay,open,
TICK000804,CUST00376,2026-02-20T12:55:43Z,2026-02-21T03:55:43Z,medium,payment_issue,resolved,2
TICK000805,CUST00873,2026-02-22T01:21:13Z,,high,technical_support,in_progress,
TICK000806,CUST00376,2026-02-26T11:17:53Z,,critical,product_question,in_progress,
TICK000807,CUST00822,2026-04-27T09:43:42Z,2026-04-30T17:43:42Z,medium,technical_support,closed,5
TICK000808,CUST00006,2026-04-06T13:34:15Z,,low,account_issue,open,
TICK000809,CUST00167,2026-03-01T18:21:32Z,2026-03-04T12:21:32Z,low,delivery_delay,resolved,5
TICK000810,CUST00291,2026-05-04T15:20:28Z,,medium,payment_issue,open,
TICK000811,CUST00202,2026-03-08T17:05:49Z,,medium,refund_request,open,
TICK000812,CUST00931,2026-03-18T12:31:28Z,,high,product_question,in_progress,
TICK000813,CUST00790,2026-04-01T09:32:44Z,,high,technical_support,in_progress,
TICK000814,CUST00849,2026-02-11T09:12:21Z,,critical,refund_request,in_progress,
TICK000815,CUST00752,2026-03-20T07:34:34Z,,critical,refund_request,open,
TICK000816,CUST00176,2026-01-10T17:50:54Z,2026-01-13T14:50:54Z,low,refund_request,closed,1
TICK000817,CUST00095,2026-02-04T03:28:08Z,2026-02-05T23:28:08Z,critical,payment_issue,resolved,3
TICK000818,CUST00840,2026-05-17T08:13:11Z,2026-05-20T23:13:11Z,low,technical_support,resolved,4
TICK000819,CUST00534,2026-05-20T12:34:35Z,,high,payment_issue,open,
TICK000820,CUST00698,2026-01-09T14:42:13Z,,low,delivery_delay,open,
TICK000821,CUST00787,2026-02-08T19:59:49Z,2026-02-12T16:59:49Z,medium,delivery_delay,resolved,1
TICK000822,CUST00184,2026-04-29T08:03:34Z,2026-04-30T23:03:34Z,high,technical_support,resolved,1
TICK000823,CUST00694,2026-03-27T21:06:54Z,2026-03-29T10:06:54Z,high,technical_support,resolved,3
TICK000824,CUST00075,2026-01-26T16:51:21Z,2026-01-30T17:51:21Z,low,technical_support,resolved,1
TICK000825,CUST00419,2026-03-24T07:40:42Z,,high,payment_issue,open,
TICK000826,CUST00898,2026-01-08T15:32:05Z,,critical,technical_support,in_progress,
TICK000827,CUST00909,2026-03-10T08:19:39Z,,critical,technical_support,open,
TICK000828,CUST00123,2026-04-09T17:34:21Z,,critical,technical_support,open,
TICK000829,CUST00291,2026-04-14T00:07:58Z,2026-04-17T06:07:58Z,low,payment_issue,closed,1
TICK000830,CUST00727,2026-01-01T14:03:51Z,2026-01-06T01:03:51Z,low,technical_support,resolved,4
TICK000831,CUST00790,2026-02-28T01:10:31Z,,high,payment_issue,open,
TICK000832,CUST00717,2026-01-18T01:50:02Z,2026-01-19T08:50:02Z,high,technical_support,closed,4
TICK000833,CUST00128,2026-05-01T23:40:50Z,,critical,technical_support,open,
TICK000834,CUST00003,2026-03-08T17:57:03Z,2026-03-12T22:57:03Z,low,account_issue,resolved,1
TICK000835,CUST00452,2026-02-20T22:00:13Z,,low,refund_request,in_progress,
TICK000836,CUST00192,2026-05-21T14:43:52Z,2026-05-23T11:43:52Z,high,payment_issue,resolved,2
TICK000837,CUST00196,2026-01-14T22:16:34Z,2026-01-18T15:16:34Z,low,payment_issue,resolved,3
TICK000838,CUST00931,2026-02-11T14:33:58Z,2026-02-12T16:33:58Z,low,refund_request,closed,2
TICK000839,CUST00258,2026-04-18T16:01:45Z,,high,delivery_delay,open,
TICK000840,CUST00682,2026-03-09T07:56:29Z,,medium,product_question,open,
TICK000841,CUST00851,2026-05-13T04:50:04Z,,medium,delivery_delay,open,
TICK000842,CUST00607,2026-02-13T05:25:50Z,2026-02-15T18:25:50Z,low,delivery_delay,resolved,1
TICK000843,CUST00719,2026-02-10T05:13:57Z,,critical,account_issue,open,
TICK000844,CUST00410,2026-02-04T01:34:57Z,,high,product_question,in_progress,
TICK000845,CUST00857,2026-01-23T23:12:19Z,,high,payment_issue,open,
TICK000846,CUST00894,2026-01-05T09:40:18Z,2026-01-05T14:40:18Z,high,delivery_delay,closed,4
TICK000847,CUST00635,2026-05-15T02:24:30Z,,medium,delivery_delay,in_progress,
TICK000848,CUST00844,2026-02-23T02:31:46Z,,critical,delivery_delay,open,
TICK000849,CUST00704,2026-03-14T11:58:04Z,2026-03-16T00:58:04Z,critical,refund_request,resolved,1
TICK000850,CUST00783,2026-04-01T07:25:06Z,,critical,delivery_delay,open,
TICK000851,CUST00461,2026-03-22T08:55:56Z,2026-03-22T09:55:56Z,high,product_question,resolved,4
TICK000852,CUST00615,2026-01-14T05:58:26Z,2026-01-14T22:58:26Z,high,payment_issue,resolved,2
TICK000853,CUST00201,2026-01-03T08:00:38Z,,medium,payment_issue,in_progress,
TICK000854,CUST00782,2026-05-13T01:59:49Z,2026-05-15T01:59:49Z,low,delivery_delay,closed,4
TICK000855,CUST00857,2026-03-09T13:52:41Z,2026-03-13T22:52:41Z,medium,delivery_delay,resolved,4
TICK000856,CUST00468,2026-01-10T03:49:31Z,,low,product_question,in_progress,
TICK000857,CUST00012,2026-01-02T20:16:22Z,2026-01-04T11:16:22Z,high,delivery_delay,resolved,4
TICK000858,CUST00813,2026-03-09T13:57:45Z,,critical,payment_issue,open,
TICK000859,CUST00911,2026-01-30T06:37:20Z,,high,technical_support,open,
TICK000860,CUST00341,2026-03-01T11:00:31Z,2026-03-01T13:00:31Z,high,refund_request,closed,3
TICK000861,CUST00375,2026-01-27T14:37:38Z,,critical,account_issue,in_progress,
TICK000862,CUST00517,2026-01-12T16:44:02Z,2026-01-13T21:44:02Z,high,payment_issue,closed,4
TICK000863,CUST00100,2026-04-09T13:44:54Z,,critical,payment_issue,in_progress,
TICK000864,CUST00150,2026-04-21T11:28:01Z,,high,delivery_delay,open,
TICK000865,CUST00059,2026-02-12T17:21:39Z,,high,refund_request,open,
TICK000866,CUST00148,2026-04-13T13:46:28Z,2026-04-14T11:46:28Z,critical,delivery_delay,closed,2
TICK000867,CUST00734,2026-02-27T09:43:58Z,2026-02-28T06:43:58Z,critical,delivery_delay,resolved,4
TICK000868,CUST00044,2026-05-05T20:26:09Z,,medium,payment_issue,in_progress,
TICK000869,CUST00200,2026-01-06T01:14:24Z,,low,product_question,open,
TICK000870,CUST00122,2026-03-25T14:22:30Z,2026-03-28T11:22:30Z,low,account_issue,closed,5
TICK000871,CUST00397,2026-02-26T08:14:53Z,2026-02-27T02:14:53Z,critical,technical_support,closed,4
TICK000872,CUST00550,2026-04-02T14:58:09Z,,low,delivery_delay,in_progress,
TICK000873,CUST00813,2026-01-13T19:14:20Z,2026-01-16T14:14:20Z,low,technical_support,resolved,1
TICK000874,CUST00385,2026-02-18T17:11:57Z,,low,technical_support,in_progress,
TICK000875,CUST00140,2026-01-03T06:48:54Z,2026-01-06T01:48:54Z,medium,technical_support,closed,4
TICK000876,CUST00786,2026-03-13T21:46:36Z,,critical,account_issue,open,
